source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell subclass]	characteristics[activation encounter]	characteristics[activation state]	characteristics[individual]	characteristics[biological replicate]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[fractionation method]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[MS2 mass analyzer]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD004352-Sample-110	Homo sapiens	blood	monocyte	classical monocyte	PIC	not applicable	5	5	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_05.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_05.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-111	Homo sapiens	blood	monocyte	classical monocyte	PIC	not applicable	5	5	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_05_150824220006.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_05_150824220006.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_05_150824220006.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-112	Homo sapiens	blood	monocyte	classical monocyte	PIC	not applicable	6	6	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_06.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_06.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-113	Homo sapiens	blood	monocyte	classical monocyte	PIC	not applicable	7	7	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_07.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_07.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-114	Homo sapiens	blood	monocyte	classical monocyte	resiquimoidR848	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_01.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_01.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-115	Homo sapiens	blood	monocyte	classical monocyte	resiquimoidR848	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_02.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_02.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-116	Homo sapiens	blood	monocyte	classical monocyte	resiquimoidR848	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_03.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_03.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-117	Homo sapiens	blood	monocyte	classical monocyte	resiquimoidR848	not applicable	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_04.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_04.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-118	Homo sapiens	blood	monocyte	classical monocyte	resiquimoidR848	not applicable	5	5	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_05.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_05.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-119	Homo sapiens	blood	monocyte	classical monocyte	zymosanZYM	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_01.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_01.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-120	Homo sapiens	blood	monocyte	classical monocyte	zymosanZYM	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_02.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_02.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-121	Homo sapiens	blood	monocyte	classical monocyte	zymosanZYM	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_03.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_03.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-122	Homo sapiens	blood	monocyte	classical monocyte	zymosanZYM	not applicable	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_04.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_04.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-123	Homo sapiens	blood	monocyte	classical monocyte	zymosanZYM	not applicable	5	5	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_05.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_05.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-124	Homo sapiens	blood	monocyte	intermediate monocyte	controlCTR	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_01.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_01.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	intermediate monocyte
PXD004352-Sample-125	Homo sapiens	blood	monocyte	intermediate monocyte	controlCTR	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_02.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_02.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	intermediate monocyte
PXD004352-Sample-126	Homo sapiens	blood	monocyte	intermediate monocyte	controlCTR	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_03.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_03.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	intermediate monocyte
PXD004352-Sample-127	Homo sapiens	blood	monocyte	intermediate monocyte	controlCTR	not applicable	5	5	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_05.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_05.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	intermediate monocyte
PXD004352-Sample-128	Homo sapiens	blood	monocyte	intermediate monocyte	lipopolysaccharideLPS	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_01.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_01.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	intermediate monocyte
PXD004352-Sample-129	Homo sapiens	blood	monocyte	intermediate monocyte	lipopolysaccharideLPS	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_02.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_02.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	intermediate monocyte
PXD004352-Sample-130	Homo sapiens	blood	monocyte	intermediate monocyte	lipopolysaccharideLPS	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_03.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_03.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	intermediate monocyte
PXD004352-Sample-131	Homo sapiens	blood	monocyte	intermediate monocyte	lipopolysaccharideLPS	not applicable	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_04.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_04.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	intermediate monocyte
PXD004352-Sample-132	Homo sapiens	blood	monocyte	intermediate monocyte	lipopolysaccharideLPS	not applicable	5	5	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_05.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_05.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	intermediate monocyte
PXD004352-Sample-133	Homo sapiens	blood	monocyte	intermediate monocyte	lipoteichoic acidLTA	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_01.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_01.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	intermediate monocyte
PXD004352-Sample-134	Homo sapiens	blood	monocyte	intermediate monocyte	lipoteichoic acidLTA	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_02.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_02.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	intermediate monocyte
PXD004352-Sample-135	Homo sapiens	blood	monocyte	intermediate monocyte	lipoteichoic acidLTA	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_03.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_03.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	intermediate monocyte
